# PATH  Rmax= 9.000,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
 -----------------------------------------------------------------------
  pathindex     sig2   amp ratio    deg    nlegs  r effective
        1     0.00000     0.1000E+03     1.000     2   2.0482
        2     0.00000     0.9843E+02     1.000     2   2.0606
        3     0.00000     0.7936E+02     1.000     2   2.2947
        4     0.00000     0.7928E+02     1.000     2   2.2956
        5     0.00000     0.3624E+02     1.000     2   3.0079
        6     0.00000     0.3487E+02     1.000     2   3.0520
        7     0.00000     0.3423E+02     1.000     2   3.0670
        8     0.00000     0.3364E+02     1.000     2   3.0873
        9     0.00000     0.3294E+02     1.000     2   3.1392
       10     0.00000     0.8007E+01     1.000     2   3.1415
       11     0.00000     0.7987E+01     1.000     2   3.1443
       12     0.00000     0.6041E+02     2.000     3   3.1859
       13     0.00000     0.7552E+01     1.000     2   3.2121
       14     0.00000     0.6301E+02     2.000     3   3.2142
       15     0.00000     0.7521E+01     1.000     2   3.2170
       16     0.00000     0.3070E+02     1.000     2   3.2236
       17     0.00000     0.7428E+01     1.000     2   3.2323
       18     0.00000     0.5626E+02     2.000     3   3.2508
       19     0.00000     0.6002E+02     2.000     3   3.2548
       20     0.00000     0.7182E+01     1.000     2   3.2738
       21     0.00000     0.7002E+01     1.000     2   3.3052
       22     0.00000     0.6924E+01     1.000     2   3.3192
       23     0.00000     0.3340E+02     1.000     4   3.3640
       24     0.00000     0.3882E+02     1.000     4   3.3765
       25     0.00000     0.3579E+02     1.000     4   3.4222
       26     0.00000     0.3058E+02     1.000     4   3.4346
       27     0.00000     0.3260E+02     2.000     3   3.6309
       28     0.00000     0.8289E+01     2.000     3   3.6517
       29     0.00000     0.6815E+01     2.000     3   3.6594
       30     0.00000     0.3203E+02     2.000     3   3.6740
       31     0.00000     0.6530E+01     2.000     3   3.6813
       32     0.00000     0.7286E+01     2.000     3   3.6868
       33     0.00000     0.5964E+01     2.000     3   3.7072
       34     0.00000     0.5826E+01     2.000     3   3.7102
       35     0.00000     0.6674E+01     2.000     3   3.7179
       36     0.00000     0.6353E+01     2.000     3   3.7197
       37     0.00000     0.6585E+01     2.000     3   3.7221
       38     0.00000     0.7713E+01     2.000     3   3.7301
       39     0.00000     0.5922E+01     2.000     3   3.7346
       40     0.00000     0.5960E+01     2.000     3   3.7510
       41     0.00000     0.1973E+02     1.000     2   3.7952
       42     0.00000     0.1326E+02     2.000     4   3.8375
       43     0.00000     0.1097E+02     2.000     4   3.8651
       44     0.00000     0.1396E+02     2.000     4   3.8801
       45     0.00000     0.1176E+02     2.000     4   3.8872
       46     0.00000     0.6032E+01     2.000     3   3.9193
       47     0.00000     0.6270E+01     2.000     3   3.9263
       48     0.00000     0.6131E+01     2.000     3   3.9308
       49     0.00000     0.6376E+01     2.000     3   3.9326
       50     0.00000     0.4881E+01     2.000     3   3.9594
       52     0.00000     0.1233E+02     1.000     4   4.0964
       53     0.00000     0.9475E+01     2.000     3   4.1036
       54     0.00000     0.3808E+01     2.000     4   4.1088
       55     0.00000     0.1193E+02     1.000     4   4.1212
       56     0.00000     0.1122E+02     1.000     4   4.1227
       57     0.00000     0.1030E+02     1.000     4   4.1244
       59     0.00000     0.1490E+02     1.000     2   4.1633
       61     0.00000     0.3722E+01     1.000     2   4.1732
       66     0.00000     0.1460E+02     1.000     2   4.1920
       67     0.00000     0.4262E+02     2.000     3   4.1935
       69     0.00000     0.4313E+02     2.000     3   4.2147
       70     0.00000     0.3291E+02     1.000     4   4.2238
       71     0.00000     0.4017E+01     1.000     4   4.2343
       72     0.00000     0.1426E+02     1.000     2   4.2360
       73     0.00000     0.1425E+02     1.000     2   4.2370
       74     0.00000     0.4075E+01     1.000     4   4.2366
       75     0.00000     0.3378E+02     1.000     4   4.2374
       76     0.00000     0.1422E+02     2.000     3   4.2448
       77     0.00000     0.3864E+02     2.000     3   4.2557
       78     0.00000     0.4156E+02     2.000     3   4.2615
       79     0.00000     0.6143E+01     2.000     5   4.2646
       80     0.00000     0.4021E+02     2.000     3   4.2678
       81     0.00000     0.1281E+02     2.000     3   4.2673
       83     0.00000     0.3217E+02     1.000     4   4.2859
       84     0.00000     0.5681E+02     2.000     4   4.2860
       85     0.00000     0.3617E+02     2.000     3   4.2926
       86     0.00000     0.7259E+01     2.000     5   4.2928
       87     0.00000     0.1932E+02     2.000     4   4.2942
       88     0.00000     0.3825E+01     1.000     4   4.2956
       89     0.00000     0.3056E+02     1.000     4   4.2996
       90     0.00000     0.2127E+02     2.000     4   4.3005
       91     0.00000     0.2107E+02     2.000     4   4.3048
       92     0.00000     0.3744E+01     1.000     4   4.3050
       93     0.00000     0.8418E+01     2.000     5   4.3124
       94     0.00000     0.5502E+02     2.000     4   4.3153
       95     0.00000     0.1484E+02     1.000     4   4.3164
       96     0.00000     0.3385E+01     1.000     2   4.3178
       97     0.00000     0.1099E+02     2.000     3   4.3187
       98     0.00000     0.1863E+02     2.000     4   4.3221
       99     0.00000     0.2624E+02     1.000     4   4.3237
      100     0.00000     0.9600E+01     2.000     5   4.3259
      101     0.00000     0.4243E+01     2.000     5   4.3294
      102     0.00000     0.5114E+01     2.000     5   4.3332
      103     0.00000     0.3653E+02     2.000     3   4.3342
      104     0.00000     0.2713E+01     2.000     4   4.3429
      106     0.00000     0.3471E+02     2.000     3   4.3448
      107     0.00000     0.3774E+02     1.000     4   4.3481
      108     0.00000     0.8143E+01     2.000     5   4.3481
