# PATH  Rmax= 9.000,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
 -----------------------------------------------------------------------
  pathindex     sig2   amp ratio    deg    nlegs  r effective
        1     0.00000     0.1000E+03     1.000     2   2.0687
        2     0.00000     0.9985E+02     1.000     2   2.0699
        3     0.00000     0.8153E+02     1.000     2   2.2945
        4     0.00000     0.8081E+02     1.000     2   2.3022
        5     0.00000     0.1025E+02     1.000     2   2.8806
        6     0.00000     0.3743E+02     1.000     2   3.0074
        7     0.00000     0.8845E+01     1.000     2   3.0482
        8     0.00000     0.3522E+02     1.000     2   3.0671
        9     0.00000     0.3551E+02     1.000     2   3.0680
       10     0.00000     0.3353E+02     1.000     2   3.1287
       11     0.00000     0.5826E+02     2.000     3   3.1976
       12     0.00000     0.7717E+01     1.000     2   3.2111
       13     0.00000     0.7681E+01     1.000     2   3.2168
       14     0.00000     0.6506E+02     2.000     3   3.2264
       15     0.00000     0.3114E+02     1.000     2   3.2417
       16     0.00000     0.5594E+02     2.000     3   3.2560
       17     0.00000     0.7413E+01     1.000     2   3.2603
       18     0.00000     0.3025E+02     1.000     2   3.2774
       19     0.00000     0.6172E+02     2.000     3   3.2884
       20     0.00000     0.7024E+01     1.000     2   3.3274
       21     0.00000     0.4067E+02     1.000     4   3.3848
       22     0.00000     0.2956E+02     1.000     4   3.3877
       23     0.00000     0.6693E+01     1.000     2   3.3886
       24     0.00000     0.2674E+02     1.000     2   3.4292
       25     0.00000     0.2925E+02     1.000     4   3.4448
       26     0.00000     0.3825E+02     1.000     4   3.4481
       27     0.00000     0.2535E+02     1.000     2   3.5015
       28     0.00000     0.5896E+01     1.000     2   3.5533
       29     0.00000     0.5649E+01     1.000     2   3.6103
       30     0.00000     0.9319E+01     2.000     3   3.6199
       31     0.00000     0.6829E+01     2.000     3   3.6486
       32     0.00000     0.5476E+01     1.000     2   3.6523
       33     0.00000     0.6577E+01     2.000     3   3.6811
       34     0.00000     0.3245E+02     2.000     3   3.6840
       35     0.00000     0.9511E+01     2.000     3   3.6907
       36     0.00000     0.1470E+02     2.000     3   3.7013
       37     0.00000     0.3220E+02     2.000     3   3.7033
       38     0.00000     0.5831E+01     2.000     3   3.7087
       39     0.00000     0.5770E+01     2.000     3   3.7171
       40     0.00000     0.6635E+01     2.000     3   3.7370
       41     0.00000     0.5974E+01     2.000     3   3.7663
       42     0.00000     0.1254E+02     2.000     4   3.8387
       43     0.00000     0.1079E+02     2.000     4   3.8700
       44     0.00000     0.1399E+02     2.000     4   3.8954
       45     0.00000     0.5901E+01     2.000     3   3.8984
       46     0.00000     0.8113E+01     2.000     3   3.9287
       47     0.00000     0.5490E+01     2.000     3   3.9612
       48     0.00000     0.6484E+01     2.000     3   3.9661
       49     0.00000     0.6252E+01     2.000     3   3.9721
       50     0.00000     0.5480E+01     1.000     4   3.9733
       51     0.00000     0.6374E+01     2.000     3   3.9927
       52     0.00000     0.7337E+01     2.000     3   3.9953
       53     0.00000     0.7309E+01     2.000     3   3.9955
       54     0.00000     0.1371E+02     2.000     3   4.0417
       55     0.00000     0.1637E+02     2.000     3   4.0589
       56     0.00000     0.4732E+01     2.000     3   4.0871
       57     0.00000     0.1660E+02     2.000     3   4.1106
       58     0.00000     0.1012E+02     1.000     4   4.1264
       59     0.00000     0.9690E+01     1.000     4   4.1291
       60     0.00000     0.4515E+01     2.000     3   4.1330
