# PATH  Rmax= 9.000,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
 -----------------------------------------------------------------------
  pathindex     sig2   amp ratio    deg    nlegs  r effective
        1     0.00000     0.1000E+03     1.000     2   2.3566
        2     0.00000     0.9974E+02     1.000     2   2.3590
        3     0.00000     0.1976E+03     2.000     2   2.3673
        4     0.00000     0.1172E+02     1.000     2   3.1291
        5     0.00000     0.1148E+02     1.000     2   3.1535
        6     0.00000     0.1090E+02     1.000     2   3.2154
        7     0.00000     0.1068E+02     1.000     2   3.2402
        8     0.00000     0.1011E+02     1.000     2   3.3075
        9     0.00000     0.7635E+02     2.000     2   3.3221
       10     0.00000     0.3787E+02     1.000     2   3.3318
       11     0.00000     0.9699E+01     1.000     2   3.3589
       12     0.00000     0.3616E+02     1.000     2   3.3891
       13     0.00000     0.7535E+01     1.000     2   3.6869
       14     0.00000     0.2854E+02     1.000     2   3.6941
       15     0.00000     0.7177E+01     1.000     2   3.7530
       16     0.00000     0.4271E+02     2.000     3   3.7555
       17     0.00000     0.4226E+02     2.000     3   3.7571
       18     0.00000     0.4228E+02     2.000     3   3.7569
       19     0.00000     0.2720E+02     1.000     2   3.7587
       20     0.00000     0.4221E+02     2.000     3   3.7854
       21     0.00000     0.1280E+02     2.000     3   3.7885
       22     0.00000     0.9688E+01     2.000     3   3.8610
       23     0.00000     0.1147E+02     2.000     3   3.8606
       24     0.00000     0.9001E+01     2.000     3   3.8867
       25     0.00000     0.1800E+02     2.000     3   3.9580
       26     0.00000     0.7276E+01     2.000     3   3.9577
       27     0.00000     0.7058E+01     2.000     3   4.0055
       28     0.00000     0.1647E+02     2.000     3   4.0334
       29     0.00000     0.6929E+01     2.000     3   4.0387
       30     0.00000     0.8990E+01     2.000     3   4.0546
       31     0.00000     0.6817E+01     2.000     3   4.0657
       32     0.00000     0.8754E+01     2.000     3   4.1161
       33     0.00000     0.5543E+01     1.000     2   4.1194
       34     0.00000     0.1367E+02     1.000     4   4.1792
       35     0.00000     0.1248E+02     1.000     4   4.1817
       36     0.00000     0.8591E+01     2.000     3   4.1901
       37     0.00000     0.1375E+02     1.000     4   4.1922
       38     0.00000     0.1375E+02     1.000     4   4.1917
       39     0.00000     0.2993E+01     2.000     4   4.2122
       40     0.00000     0.5200E+01     1.000     2   4.2141
       41     0.00000     0.7731E+01     1.000     4   4.2219
       42     0.00000     0.6405E+01     2.000     3   4.2240
       43     0.00000     0.8878E+01     2.000     3   4.2333
       44     0.00000     0.7072E+01     1.000     4   4.2451
       45     0.00000     0.9090E+01     2.000     3   4.2507
       46     0.00000     0.3537E+01     2.000     4   4.2569
       47     0.00000     0.6370E+01     2.000     3   4.2586
       48     0.00000     0.1936E+02     2.000     3   4.2657
       50     0.00000     0.3382E+01     2.000     3   4.2967
       51     0.00000     0.1843E+02     2.000     3   4.2980
       52     0.00000     0.4917E+01     1.000     2   4.2985
       53     0.00000     0.4892E+01     1.000     2   4.3060
       54     0.00000     0.7163E+01     1.000     4   4.3082
       56     0.00000     0.1059E+02     2.000     3   4.3227
       57     0.00000     0.6548E+01     1.000     4   4.3321
       58     0.00000     0.2045E+02     2.000     3   4.3570
       59     0.00000     0.2062E+02     2.000     3   4.3608
       60     0.00000     0.1134E+02     2.000     3   4.3630
       61     0.00000     0.1146E+02     2.000     3   4.3704
       62     0.00000     0.3205E+01     2.000     3   4.3729
       63     0.00000     0.6047E+01     1.000     4   4.3999
       64     0.00000     0.2370E+02     1.000     4   4.4156
       65     0.00000     0.2321E+02     1.000     4   4.4156
       66     0.00000     0.3089E+01     1.000     4   4.4223
       67     0.00000     0.1505E+02     2.000     3   4.4334
       68     0.00000     0.5754E+01     1.000     4   4.4513
       69     0.00000     0.7825E+01     2.000     3   4.4534
       70     0.00000     0.1504E+02     2.000     3   4.4651
       71     0.00000     0.5811E+01     2.000     4   4.4783
       72     0.00000     0.3086E+01     1.000     4   4.4792
       73     0.00000     0.3092E+01     2.000     3   4.5073
       74     0.00000     0.3912E+01     2.000     4   4.5113
       75     0.00000     0.5895E+01     2.000     4   4.5124
       76     0.00000     0.9347E+01     2.000     3   4.5277
       77     0.00000     0.4777E+01     2.000     4   4.5296
       78     0.00000     0.9448E+01     2.000     3   4.5313
       79     0.00000     0.7877E+01     2.000     3   4.5329
       80     0.00000     0.4945E+01     2.000     4   4.5728
       81     0.00000     0.2163E+02     2.000     4   4.5860
       82     0.00000     0.2116E+02     2.000     4   4.5862
       83     0.00000     0.3698E+01     2.000     4   4.5876
       84     0.00000     0.3686E+01     2.000     4   4.5917
       85     0.00000     0.2909E+01     2.000     3   4.5977
       86     0.00000     0.3774E+01     2.000     4   4.6217
       87     0.00000     0.3963E+01     1.000     2   4.6356
       88     0.00000     0.1454E+02     1.000     2   4.6778
       89     0.00000     0.3841E+01     1.000     2   4.6861
       90     0.00000     0.9486E+01     2.000     4   4.7008
       91     0.00000     0.1540E+02     2.000     3   4.7126
       92     0.00000     0.8178E+01     1.000     4   4.7132
       93     0.00000     0.4472E+01     2.000     4   4.7156
       94     0.00000     0.3772E+01     2.000     4   4.7173
       95     0.00000     0.8135E+01     1.000     4   4.7179
       96     0.00000     0.1414E+02     1.000     2   4.7215
       97     0.00000     0.5477E+01     2.000     4   4.7239
       99     0.00000     0.5647E+01     2.000     4   4.7262
      101     0.00000     0.8483E+01     2.000     4   4.7328
      102     0.00000     0.1597E+02     2.000     4   4.7345
      104     0.00000     0.6274E+01     2.000     4   4.7429
      105     0.00000     0.5060E+01     1.000     4   4.7565
      106     0.00000     0.4921E+01     1.000     4   4.7569
      107     0.00000     0.3941E+02     2.000     3   4.7595
      108     0.00000     0.6197E+01     2.000     4   4.7679
      109     0.00000     0.2860E+01     2.000     3   4.7684
      110     0.00000     0.1454E+02     2.000     3   4.7701
      111     0.00000     0.3217E+01     1.000     4   4.7873
      112     0.00000     0.1636E+02     1.000     4   4.7896
      113     0.00000     0.1408E+02     2.000     4   4.7918
      114     0.00000     0.3810E+01     2.000     3   4.7934
      115     0.00000     0.1418E+02     2.000     4   4.7958
      116     0.00000     0.3044E+01     2.000     3   4.8026
      117     0.00000     0.3540E+01     2.000     4   4.8077
      118     0.00000     0.3701E+02     2.000     3   4.8100
      119     0.00000     0.3539E+01     1.000     2   4.8199
      120     0.00000     0.4407E+01     1.000     4   4.8373
      121     0.00000     0.3714E+02     1.000     4   4.8413
      123     0.00000     0.6042E+01     2.000     4   4.8454
      124     0.00000     0.3914E+01     2.000     5   4.8460
      126     0.00000     0.3160E+01     2.000     3   4.8499
      127     0.00000     0.3490E+02     2.000     5   4.8504
      128     0.00000     0.3554E+02     2.000     5   4.8506
      129     0.00000     0.3457E+01     1.000     4   4.8517
      130     0.00000     0.1507E+02     1.000     4   4.8541
      131     0.00000     0.3464E+01     1.000     2   4.8555
      132     0.00000     0.4196E+01     2.000     5   4.8755
      133     0.00000     0.3226E+01     2.000     5   4.8790
      134     0.00000     0.3116E+01     2.000     4   4.8959
      135     0.00000     0.3444E+02     1.000     4   4.8986
      136     0.00000     0.2260E+02     2.000     3   4.9080
      138     0.00000     0.5580E+01     2.000     4   4.9204
      139     0.00000     0.3015E+01     2.000     4   4.9254
      140     0.00000     0.2421E+02     2.000     3   4.9281
      141     0.00000     0.3102E+01     2.000     5   4.9507
      142     0.00000     0.8057E+01     2.000     5   4.9545
      143     0.00000     0.5404E+01     2.000     5   4.9647
      144     0.00000     0.3420E+01     2.000     4   4.9765
      145     0.00000     0.7883E+01     2.000     5   4.9802
      146     0.00000     0.6203E+01     2.000     3   4.9884
      147     0.00000     0.3507E+02     2.000     4   4.9898
      148     0.00000     0.7531E+01     2.000     4   5.0044
      149     0.00000     0.5369E+01     2.000     5   5.0076
      151     0.00000     0.3584E+02     2.000     4   5.0167
      153     0.00000     0.1656E+02     2.000     5   5.0211
