# PATH  Rmax= 9.000,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
 -----------------------------------------------------------------------
  pathindex     sig2   amp ratio    deg    nlegs  r effective
        1     0.00000     0.1000E+03     1.000     2   2.3519
        2     0.00000     0.9885E+02     1.000     2   2.3623
        3     0.00000     0.9764E+02     1.000     2   2.3733
        4     0.00000     0.9686E+02     1.000     2   2.3806
        5     0.00000     0.1301E+02     1.000     2   3.0192
        6     0.00000     0.1256E+02     1.000     2   3.0592
        7     0.00000     0.1159E+02     1.000     2   3.1531
        8     0.00000     0.3941E+02     1.000     2   3.2720
        9     0.00000     0.3932E+02     1.000     2   3.2747
       10     0.00000     0.1033E+02     1.000     2   3.2918
       11     0.00000     0.3703E+02     1.000     2   3.3476
       12     0.00000     0.3375E+02     1.000     2   3.4624
       13     0.00000     0.7819E+01     1.000     2   3.6481
       14     0.00000     0.1592E+02     2.000     3   3.6920
       15     0.00000     0.1484E+02     2.000     3   3.7136
       16     0.00000     0.4384E+02     2.000     3   3.7256
       17     0.00000     0.4349E+02     2.000     3   3.7313
       18     0.00000     0.7317E+01     1.000     2   3.7372
       19     0.00000     0.4216E+02     2.000     3   3.7755
       20     0.00000     0.7064E+01     1.000     2   3.7853
       21     0.00000     0.1333E+02     2.000     3   3.7965
       22     0.00000     0.4118E+02     2.000     3   3.8365
       23     0.00000     0.7800E+01     2.000     3   3.8901
       24     0.00000     0.7677E+01     2.000     3   3.9144
       25     0.00000     0.1147E+02     2.000     3   3.9225
       26     0.00000     0.7425E+01     2.000     3   3.9674
       27     0.00000     0.6183E+01     1.000     2   3.9714
       28     0.00000     0.9898E+01     2.000     3   4.0077
       29     0.00000     0.7066E+01     2.000     3   4.0434
       30     0.00000     0.8556E+01     1.000     4   4.1120
       31     0.00000     0.2080E+02     1.000     2   4.1163
       32     0.00000     0.2078E+02     1.000     2   4.1174
       33     0.00000     0.5567E+01     1.000     2   4.1229
       34     0.00000     0.2871E+01     2.000     4   4.1456
       35     0.00000     0.8199E+01     1.000     4   4.1525
       37     0.00000     0.1557E+02     1.000     4   4.1792
       38     0.00000     0.1544E+02     1.000     4   4.1880
       39     0.00000     0.1388E+02     1.000     4   4.2034
       40     0.00000     0.1142E+02     1.000     4   4.2105
       41     0.00000     0.6562E+01     2.000     3   4.2118
       42     0.00000     0.2995E+01     2.000     4   4.2244
       43     0.00000     0.5181E+01     1.000     2   4.2292
       44     0.00000     0.3674E+01     2.000     3   4.2330
       45     0.00000     0.1870E+02     2.000     3   4.2441
       46     0.00000     0.7563E+01     1.000     4   4.2455
       47     0.00000     0.9484E+01     2.000     3   4.2526
       48     0.00000     0.9269E+01     2.000     3   4.2528
       49     0.00000     0.9574E+01     2.000     3   4.2867
       50     0.00000     0.4956E+01     1.000     2   4.2962
       51     0.00000     0.4488E+01     2.000     4   4.2966
       52     0.00000     0.1831E+02     1.000     2   4.3024
       53     0.00000     0.1035E+02     2.000     3   4.3316
       54     0.00000     0.9826E+01     2.000     3   4.3314
       55     0.00000     0.1840E+02     2.000     3   4.3350
       56     0.00000     0.1027E+02     2.000     3   4.3376
       57     0.00000     0.1747E+02     1.000     4   4.3653
       58     0.00000     0.3558E+01     1.000     4   4.3673
       59     0.00000     0.6748E+01     1.000     4   4.3826
       60     0.00000     0.1610E+02     2.000     3   4.4259
       61     0.00000     0.7913E+01     2.000     3   4.4362
       62     0.00000     0.1811E+02     1.000     4   4.4409
       63     0.00000     0.4405E+01     2.000     4   4.4466
       64     0.00000     0.3420E+01     2.000     3   4.4499
       65     0.00000     0.1845E+02     2.000     3   4.4519
