# PATH  Rmax= 9.000,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
 -----------------------------------------------------------------------
  pathindex     sig2   amp ratio    deg    nlegs  r effective
        1     0.00000     0.1000E+03     1.000     2   2.0572
        2     0.00000     0.9724E+02     1.000     2   2.0795
        3     0.00000     0.8018E+02     1.000     2   2.2956
        4     0.00000     0.7939E+02     1.000     2   2.3043
        5     0.00000     0.9235E+01     1.000     2   2.9768
        6     0.00000     0.3785E+02     1.000     2   2.9782
        7     0.00000     0.3751E+02     1.000     2   2.9886
        8     0.00000     0.9106E+01     1.000     2   2.9930
        9     0.00000     0.8797E+01     1.000     2   3.0330
       10     0.00000     0.3310E+02     1.000     2   3.1237
       11     0.00000     0.7980E+01     1.000     2   3.1481
       12     0.00000     0.3176E+02     1.000     2   3.1765
       13     0.00000     0.5781E+02     2.000     3   3.1809
       14     0.00000     0.5348E+02     2.000     3   3.1885
       15     0.00000     0.7685E+01     1.000     2   3.1936
       16     0.00000     0.3042E+02     1.000     2   3.2516
       17     0.00000     0.3005E+02     1.000     2   3.2667
       18     0.00000     0.6232E+02     2.000     3   3.2787
       19     0.00000     0.6408E+02     2.000     3   3.3183
       20     0.00000     0.6905E+01     1.000     2   3.3261
       21     0.00000     0.2899E+02     1.000     4   3.3732
       22     0.00000     0.2359E+02     1.000     4   3.3987
       23     0.00000     0.6467E+01     1.000     2   3.4091
       24     0.00000     0.3974E+02     1.000     4   3.4336
       25     0.00000     0.4380E+02     1.000     4   3.4601
       26     0.00000     0.6870E+01     2.000     3   3.6021
       27     0.00000     0.2291E+02     1.000     2   3.6153
       28     0.00000     0.6771E+01     2.000     3   3.6304
       29     0.00000     0.8463E+01     2.000     3   3.6504
       30     0.00000     0.1067E+02     2.000     3   3.6600
       31     0.00000     0.1051E+02     2.000     3   3.6752
       32     0.00000     0.5668E+01     2.000     3   3.6821
       33     0.00000     0.3187E+02     2.000     3   3.6876
       34     0.00000     0.5796E+01     2.000     3   3.6934
       35     0.00000     0.3142E+02     2.000     3   3.7010
       36     0.00000     0.6045E+01     2.000     3   3.7637
       37     0.00000     0.5882E+01     2.000     3   3.7646
       38     0.00000     0.1984E+02     1.000     2   3.7924
       39     0.00000     0.1156E+02     2.000     4   3.8123
       40     0.00000     0.1244E+02     2.000     4   3.8227
       41     0.00000     0.4691E+01     1.000     2   3.8417
       42     0.00000     0.5891E+01     2.000     3   3.9110
       43     0.00000     0.1191E+02     2.000     4   3.9187
       44     0.00000     0.1478E+02     2.000     3   3.9586
       45     0.00000     0.4288E+01     1.000     2   3.9699
       46     0.00000     0.6219E+01     2.000     3   3.9720
       47     0.00000     0.6793E+01     2.000     3   3.9919
       48     0.00000     0.7622E+01     2.000     3   4.0002
       49     0.00000     0.4108E+01     1.000     2   4.0326
       50     0.00000     0.6713E+01     2.000     3   4.0591
       51     0.00000     0.4694E+01     1.000     4   4.0684
       52     0.00000     0.4638E+01     1.000     4   4.0838
