# PATH  Rmax= 9.000,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
 -----------------------------------------------------------------------
  pathindex     sig2   amp ratio    deg    nlegs  r effective
        1     0.00000     0.1000E+03     1.000     2   2.3526
        2     0.00000     0.9908E+02     1.000     2   2.3608
        3     0.00000     0.9824E+02     1.000     2   2.3685
        4     0.00000     0.9813E+02     1.000     2   2.3695
        5     0.00000     0.1248E+02     1.000     2   3.0761
        6     0.00000     0.1229E+02     1.000     2   3.0939
        7     0.00000     0.1165E+02     1.000     2   3.1565
        8     0.00000     0.1107E+02     1.000     2   3.2172
        9     0.00000     0.3849E+02     1.000     2   3.2979
       10     0.00000     0.3752E+02     1.000     2   3.3288
       11     0.00000     0.3699E+02     1.000     2   3.3462
       12     0.00000     0.9919E+01     1.000     2   3.3512
       13     0.00000     0.3604E+02     1.000     2   3.3778
       14     0.00000     0.4381E+02     2.000     3   3.7388
       15     0.00000     0.1526E+02     2.000     3   3.7489
       16     0.00000     0.7336E+01     1.000     2   3.7556
       17     0.00000     0.4289E+02     2.000     3   3.7623
       18     0.00000     0.1500E+02     2.000     3   3.7663
       19     0.00000     0.4281E+02     2.000     3   3.7703
       20     0.00000     0.4276E+02     2.000     3   3.7831
       21     0.00000     0.1157E+02     2.000     3   3.8036
       22     0.00000     0.1377E+02     2.000     3   3.8133
       23     0.00000     0.2513E+02     1.000     2   3.8463
       24     0.00000     0.6656E+01     1.000     2   3.8766
       25     0.00000     0.6448E+01     1.000     2   3.9210
       26     0.00000     0.7831E+01     2.000     3   3.9229
       27     0.00000     0.6431E+01     1.000     2   3.9248
       28     0.00000     0.7764E+01     2.000     3   3.9341
       29     0.00000     0.7669E+01     2.000     3   3.9621
       30     0.00000     0.7589E+01     2.000     3   3.9880
       31     0.00000     0.1467E+02     2.000     3   4.1451
       32     0.00000     0.5436E+01     1.000     2   4.1670
       33     0.00000     0.5433E+01     1.000     2   4.1678
       34     0.00000     0.8401E+01     1.000     4   4.1689
       35     0.00000     0.1534E+02     1.000     4   4.1798
       36     0.00000     0.3580E+01     2.000     4   4.1823
       37     0.00000     0.8282E+01     1.000     4   4.1863
       38     0.00000     0.1354E+02     1.000     4   4.1883
       39     0.00000     0.3965E+01     2.000     4   4.1904
       40     0.00000     0.1963E+02     1.000     2   4.1942
       41     0.00000     0.1424E+02     1.000     4   4.1944
       42     0.00000     0.1458E+02     1.000     4   4.1957
       43     0.00000     0.5286E+01     1.000     2   4.2083
       44     0.00000     0.4048E+01     2.000     4   4.2185
       45     0.00000     0.8931E+01     2.000     3   4.2286
       46     0.00000     0.1913E+02     1.000     2   4.2320
       47     0.00000     0.1901E+02     1.000     2   4.2408
       49     0.00000     0.9351E+01     2.000     3   4.2484
       50     0.00000     0.7817E+01     1.000     4   4.2487
       51     0.00000     0.5127E+01     1.000     2   4.2539
       52     0.00000     0.9630E+01     2.000     3   4.2584
       53     0.00000     0.9542E+01     2.000     3   4.2781
       54     0.00000     0.1799E+02     2.000     3   4.2946
       55     0.00000     0.1744E+02     2.000     3   4.3037
       56     0.00000     0.7248E+01     1.000     4   4.3094
       57     0.00000     0.2106E+02     2.000     3   4.3226
       58     0.00000     0.1773E+02     2.000     3   4.3302
       59     0.00000     0.1725E+02     2.000     3   4.3397
       60     0.00000     0.5797E+01     2.000     3   4.3489
       61     0.00000     0.4783E+01     1.000     2   4.3589
       62     0.00000     0.1169E+02     2.000     3   4.3643
       63     0.00000     0.1155E+02     2.000     3   4.3686
       64     0.00000     0.2379E+02     1.000     4   4.3912
       65     0.00000     0.1661E+02     1.000     4   4.4222
       66     0.00000     0.1563E+02     1.000     4   4.4396
       67     0.00000     0.6979E+01     1.000     4   4.4440
       68     0.00000     0.8168E+01     2.000     3   4.4663
       69     0.00000     0.8112E+01     2.000     3   4.4689
       70     0.00000     0.1570E+02     1.000     4   4.4711
