# PATH  Rmax= 9.000,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
 -----------------------------------------------------------------------
  pathindex     sig2   amp ratio    deg    nlegs  r effective
        1     0.00000     0.1000E+03     1.000     2   2.0495
        2     0.00000     0.9821E+02     1.000     2   2.0637
        3     0.00000     0.7953E+02     1.000     2   2.2938
        4     0.00000     0.7911E+02     1.000     2   2.2984
        5     0.00000     0.3624E+02     1.000     2   3.0045
        6     0.00000     0.3579E+02     1.000     2   3.0190
        7     0.00000     0.3382E+02     1.000     2   3.0786
        8     0.00000     0.3258E+02     1.000     2   3.1222
        9     0.00000     0.7891E+01     1.000     2   3.1603
       10     0.00000     0.7874E+01     1.000     2   3.1630
       11     0.00000     0.6153E+02     2.000     3   3.1920
       12     0.00000     0.5782E+02     2.000     3   3.1921
       13     0.00000     0.3131E+02     1.000     2   3.1971
       14     0.00000     0.7592E+01     1.000     2   3.2069
       15     0.00000     0.3008E+02     1.000     2   3.2455
       16     0.00000     0.5932E+02     2.000     3   3.2507
       17     0.00000     0.7305E+01     1.000     2   3.2540
       18     0.00000     0.7285E+01     1.000     2   3.2575
       19     0.00000     0.6122E+02     2.000     3   3.2804
       20     0.00000     0.7014E+01     1.000     2   3.3045
       21     0.00000     0.6941E+01     1.000     2   3.3175
       22     0.00000     0.6921E+01     1.000     2   3.3211
       23     0.00000     0.3563E+02     1.000     4   3.3650
       24     0.00000     0.3043E+02     1.000     4   3.3797
       25     0.00000     0.3482E+02     1.000     4   3.4228
       26     0.00000     0.3901E+02     1.000     4   3.4386
       27     0.00000     0.8522E+01     2.000     3   3.6395
       28     0.00000     0.6855E+01     2.000     3   3.6451
       29     0.00000     0.3228E+02     2.000     3   3.6596
       30     0.00000     0.6840E+01     2.000     3   3.6757
       31     0.00000     0.2139E+02     1.000     2   3.6816
       32     0.00000     0.3193E+02     2.000     3   3.6850
       33     0.00000     0.5910E+01     2.000     3   3.7012
       34     0.00000     0.6462E+01     2.000     3   3.7072
       35     0.00000     0.6012E+01     2.000     3   3.7194
       36     0.00000     0.7358E+01     2.000     3   3.7246
       37     0.00000     0.5939E+01     2.000     3   3.7272
       38     0.00000     0.6220E+01     2.000     3   3.7609
       39     0.00000     0.5932E+01     2.000     3   3.7661
       40     0.00000     0.6076E+01     2.000     3   3.8213
       41     0.00000     0.5982E+01     2.000     3   3.8278
       42     0.00000     0.1291E+02     2.000     4   3.8327
       43     0.00000     0.1374E+02     2.000     4   3.8487
       44     0.00000     0.5946E+01     2.000     3   3.8729
       45     0.00000     0.1177E+02     2.000     4   3.8793
       46     0.00000     0.1219E+02     2.000     4   3.9191
       47     0.00000     0.6435E+01     2.000     3   3.9360
       48     0.00000     0.6259E+01     2.000     3   3.9478
       49     0.00000     0.6488E+01     2.000     3   3.9563
       50     0.00000     0.1116E+02     2.000     3   3.9688
       51     0.00000     0.4777E+01     2.000     3   4.0078
       52     0.00000     0.4761E+01     2.000     3   4.0143
       53     0.00000     0.1235E+02     1.000     4   4.0990
       54     0.00000     0.4116E+01     2.000     4   4.1132
       55     0.00000     0.1068E+02     1.000     4   4.1221
       56     0.00000     0.1009E+02     1.000     4   4.1245
       57     0.00000     0.1190E+02     1.000     4   4.1274
       60     0.00000     0.3734E+01     1.000     2   4.1687
       61     0.00000     0.1480E+02     1.000     2   4.1701
       62     0.00000     0.1479E+02     1.000     2   4.1713
       64     0.00000     0.3690E+01     1.000     2   4.1865
       67     0.00000     0.1383E+02     2.000     3   4.1971
       68     0.00000     0.4316E+02     2.000     3   4.1975
       69     0.00000     0.4152E+02     2.000     3   4.2061
       71     0.00000     0.3379E+02     1.000     4   4.2248
       72     0.00000     0.1496E+02     2.000     3   4.2293
       73     0.00000     0.1424E+02     1.000     2   4.2337
       74     0.00000     0.3189E+02     1.000     4   4.2409
       75     0.00000     0.4006E+01     1.000     4   4.2522
       76     0.00000     0.4361E+01     1.000     4   4.2559
       77     0.00000     0.3983E+02     2.000     3   4.2582
