# PATH  Rmax= 9.000,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
 -----------------------------------------------------------------------
  pathindex     sig2   amp ratio    deg    nlegs  r effective
        1     0.00000     0.1000E+03     1.000     2   2.2877
        2     0.00000     0.3792E+02     1.000     2   3.1858
        3     0.00000     0.1031E+02     1.000     2   3.2119
        4     0.00000     0.9748E+01     1.000     2   3.2793
        5     0.00000     0.4314E+02     2.000     3   3.6528
        6     0.00000     0.1065E+02     2.000     3   3.7443
        7     0.00000     0.9892E+01     2.000     3   3.7781
        8     0.00000     0.7616E+01     2.000     3   3.9589
        9     0.00000     0.7469E+01     2.000     3   3.9922
       10     0.00000     0.1708E+02     1.000     4   4.1198
       11     0.00000     0.3778E+01     2.000     3   4.1272
       12     0.00000     0.2996E+01     2.000     4   4.2113
       13     0.00000     0.3688E+01     2.000     4   4.2450
       14     0.00000     0.7339E+01     1.000     4   4.3028
       15     0.00000     0.5037E+01     2.000     4   4.3365
       16     0.00000     0.6869E+01     1.000     4   4.3703
       17     0.00000     0.8944E+01     1.000     4   4.5754
       18     0.00000     0.1323E+02     1.000     2   4.6036
       19     0.00000     0.4529E+02     2.000     3   4.6522
       20     0.00000     0.4833E+02     1.000     4   4.7008
       23     0.00000     0.2267E+02     2.000     3   4.8218
       24     0.00000     0.2757E+01     2.000     5   4.8352
       25     0.00000     0.8187E+01     2.000     5   4.8690
       26     0.00000     0.4262E+02     2.000     4   4.8704
       27     0.00000     0.3069E+01     1.000     2   4.9273
       30     0.00000     0.2991E+01     1.000     2   4.9697
       31     0.00000     0.5408E+01     2.000     3   4.9843
       32     0.00000     0.5060E+01     2.000     3   5.0182
       33     0.00000     0.6868E+01     1.000     4   5.0179
       34     0.00000     0.1343E+02     2.000     4   5.0329
       35     0.00000     0.1195E+02     1.000     4   5.0399
       36     0.00000     0.1311E+02     2.000     4   5.0668
       37     0.00000     0.7651E+01     2.000     3   5.0849
       38     0.00000     0.8172E+01     2.000     3   5.1034
       39     0.00000     0.3018E+02     2.000     4   5.1192
       40     0.00000     0.5910E+01     2.000     3   5.1381
       41     0.00000     0.6073E+01     2.000     3   5.1595
       42     0.00000     0.6957E+02     2.000     5   5.1678
       43     0.00000     0.7739E+01     2.000     4   5.2107
       46     0.00000     0.6432E+01     1.000     4   5.2371
       47     0.00000     0.5580E+01     1.000     4   5.2426
       48     0.00000     0.7540E+01     2.000     4   5.2445
       49     0.00000     0.1998E+02     2.000     5   5.2593
       50     0.00000     0.8635E+01     2.000     4   5.2932
       51     0.00000     0.1971E+02     2.000     5   5.2931
       52     0.00000     0.7814E+01     2.000     4   5.2958
       54     0.00000     0.2809E+01     2.000     6   5.3022
       55     0.00000     0.4007E+01     2.000     3   5.3117
       56     0.00000     0.4266E+01     2.000     3   5.3330
       58     0.00000     0.3414E+01     2.000     6   5.3360
       59     0.00000     0.7883E+01     2.000     3   5.3374
       60     0.00000     0.3243E+02     2.000     5   5.3373
       61     0.00000     0.6878E+01     1.000     4   5.3391
       62     0.00000     0.3689E+01     1.000     4   5.3493
       63     0.00000     0.3436E+01     1.000     4   5.3490
       64     0.00000     0.8837E+01     2.000     4   5.3603
       65     0.00000     0.8817E+01     2.000     4   5.3816
