# PATH  Rmax= 9.000,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
 -----------------------------------------------------------------------
  pathindex     sig2   amp ratio    deg    nlegs  r effective
        1     0.00000     0.1000E+03     1.000     2   2.0405
        2     0.00000     0.9905E+02     1.000     2   2.0481
        3     0.00000     0.7753E+02     1.000     2   2.3093
        4     0.00000     0.7727E+02     1.000     2   2.3123
        5     0.00000     0.1104E+02     1.000     2   2.7441
        6     0.00000     0.9643E+01     1.000     2   2.8925
        7     0.00000     0.3534E+02     1.000     2   3.0331
        8     0.00000     0.3541E+02     1.000     2   3.0382
        9     0.00000     0.3526E+02     1.000     2   3.0430
       10     0.00000     0.3480E+02     1.000     2   3.0474
       11     0.00000     0.8050E+01     1.000     2   3.1010
       12     0.00000     0.7472E+01     1.000     2   3.1906
       13     0.00000     0.6334E+02     2.000     3   3.1985
       14     0.00000     0.6302E+02     2.000     3   3.2034
       15     0.00000     0.5468E+02     2.000     3   3.2254
       16     0.00000     0.5481E+02     2.000     3   3.2351
       17     0.00000     0.3035E+02     1.000     2   3.2360
       18     0.00000     0.6840E+01     1.000     2   3.2998
       19     0.00000     0.6833E+01     1.000     2   3.3010
       20     0.00000     0.2842E+02     1.000     2   3.3180
       21     0.00000     0.2797E+02     1.000     2   3.3378
       22     0.00000     0.3846E+02     1.000     4   3.3588
       23     0.00000     0.3836E+02     1.000     4   3.3638
       24     0.00000     0.6342E+01     1.000     2   3.3955
       25     0.00000     0.2755E+02     1.000     4   3.4177
       26     0.00000     0.2849E+02     1.000     4   3.4228
       27     0.00000     0.2521E+02     1.000     2   3.4681
       28     0.00000     0.1590E+02     2.000     3   3.5779
       29     0.00000     0.5515E+01     1.000     2   3.5785
       30     0.00000     0.6203E+01     2.000     3   3.6577
       31     0.00000     0.8277E+01     2.000     3   3.6724
       32     0.00000     0.3055E+02     2.000     3   3.6840
       33     0.00000     0.5512E+01     2.000     3   3.6893
       34     0.00000     0.6249E+01     2.000     3   3.7082
       35     0.00000     0.6211E+01     2.000     3   3.7111
       36     0.00000     0.1390E+02     2.000     3   3.7266
       37     0.00000     0.2979E+02     2.000     3   3.7393
       38     0.00000     0.5682E+01     2.000     3   3.7394
       39     0.00000     0.5659E+01     2.000     3   3.7420
       40     0.00000     0.8790E+01     2.000     3   3.7649
       41     0.00000     0.4669E+01     1.000     2   3.8069
       42     0.00000     0.5624E+01     1.000     4   3.8379
       43     0.00000     0.9898E+01     2.000     4   3.8454
       44     0.00000     0.5163E+01     2.000     3   3.8622
       45     0.00000     0.1293E+02     2.000     4   3.8685
       46     0.00000     0.1290E+02     2.000     4   3.8715
       47     0.00000     0.5799E+01     2.000     3   3.9103
       48     0.00000     0.5718E+01     2.000     3   3.9111
       49     0.00000     0.1801E+02     2.000     3   3.9192
       50     0.00000     0.1375E+02     2.000     3   3.9271
       51     0.00000     0.6032E+01     2.000     3   3.9359
       52     0.00000     0.4551E+01     2.000     3   3.9389
       53     0.00000     0.5965E+01     2.000     3   3.9403
       54     0.00000     0.4901E+01     1.000     4   3.9850
       55     0.00000     0.4814E+01     2.000     3   3.9960
       57     0.00000     0.4291E+01     2.000     3   4.0594
       58     0.00000     0.3869E+01     1.000     2   4.0784
       59     0.00000     0.1160E+02     1.000     4   4.0810
       60     0.00000     0.2887E+01     2.000     4   4.0886
       61     0.00000     0.1138E+02     1.000     4   4.0961
       62     0.00000     0.1544E+02     2.000     3   4.1084
       63     0.00000     0.1067E+02     2.000     4   4.1115
       65     0.00000     0.9223E+01     1.000     4   4.1319
       66     0.00000     0.3727E+01     1.000     2   4.1344
       67     0.00000     0.8052E+01     1.000     4   4.1408
       71     0.00000     0.2827E+01     2.000     4   4.1664
       72     0.00000     0.1498E+02     1.000     2   4.1670
       73     0.00000     0.1488E+02     1.000     2   4.1769
       74     0.00000     0.3301E+01     2.000     4   4.1791
       75     0.00000     0.4739E+01     2.000     3   4.1839
       76     0.00000     0.4362E+02     2.000     3   4.1902
       77     0.00000     0.1473E+02     1.000     2   4.1911
       78     0.00000     0.3855E+01     1.000     4   4.1921
       79     0.00000     0.4319E+02     2.000     3   4.2003
       80     0.00000     0.3369E+02     1.000     4   4.2134
       81     0.00000     0.1455E+02     1.000     2   4.2154
       82     0.00000     0.3327E+02     1.000     4   4.2237
       83     0.00000     0.3512E+01     1.000     2   4.2243
       84     0.00000     0.4061E+02     2.000     3   4.2259
       85     0.00000     0.3985E+02     2.000     3   4.2507
       86     0.00000     0.9561E+01     2.000     3   4.2544
       88     0.00000     0.3034E+02     1.000     4   4.2606
       89     0.00000     0.3535E+02     2.000     3   4.2708
