# PATH  Rmax= 9.000,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
 -----------------------------------------------------------------------
  pathindex     sig2   amp ratio    deg    nlegs  r effective
        1     0.00000     0.1000E+03     1.000     2   2.3600
        2     0.00000     0.9977E+02     1.000     2   2.3621
        3     0.00000     0.9953E+02     1.000     2   2.3642
        4     0.00000     0.9949E+02     1.000     2   2.3646
        5     0.00000     0.1297E+02     1.000     2   3.0341
        6     0.00000     0.1290E+02     1.000     2   3.0402
        7     0.00000     0.1071E+02     1.000     2   3.2606
        8     0.00000     0.1045E+02     1.000     2   3.2898
        9     0.00000     0.3881E+02     1.000     2   3.3013
       10     0.00000     0.3840E+02     1.000     2   3.3143
       11     0.00000     0.3767E+02     1.000     2   3.3375
       12     0.00000     0.3508E+02     1.000     2   3.4255
       13     0.00000     0.8444E+01     1.000     2   3.5598
       14     0.00000     0.1605E+02     2.000     3   3.7141
       15     0.00000     0.1605E+02     2.000     3   3.7236
       16     0.00000     0.4357E+02     2.000     3   3.7458
       17     0.00000     0.4330E+02     2.000     3   3.7540
       18     0.00000     0.4343E+02     2.000     3   3.7617
       19     0.00000     0.7156E+01     1.000     2   3.7812
       20     0.00000     0.4257E+02     2.000     3   3.8087
       21     0.00000     0.1101E+02     2.000     3   3.8458
       22     0.00000     0.1126E+02     2.000     3   3.9034
       23     0.00000     0.7795E+01     2.000     3   3.9031
       24     0.00000     0.7793E+01     2.000     3   3.9056
       25     0.00000     0.6537E+01     1.000     2   3.9066
       26     0.00000     0.6266E+01     1.000     2   3.9666
       27     0.00000     0.8371E+01     2.000     3   3.9950
       28     0.00000     0.7358E+01     2.000     3   4.0151
       29     0.00000     0.7245E+01     2.000     3   4.0342
       30     0.00000     0.5643E+01     1.000     2   4.1176
       31     0.00000     0.5629E+01     1.000     2   4.1211
       32     0.00000     0.8577E+01     1.000     4   4.1270
       33     0.00000     0.8548E+01     1.000     4   4.1329
       34     0.00000     0.3340E+01     2.000     4   4.1587
       35     0.00000     0.3545E+01     2.000     4   4.1633
       36     0.00000     0.6753E+01     2.000     3   4.1675
       37     0.00000     0.2022E+02     1.000     2   4.1697
       38     0.00000     0.1443E+02     1.000     4   4.1859
       39     0.00000     0.1511E+02     1.000     4   4.1904
       40     0.00000     0.1243E+02     1.000     4   4.1918
       41     0.00000     0.1482E+02     1.000     4   4.1937
       42     0.00000     0.1979E+02     1.000     2   4.2012
       43     0.00000     0.1923E+02     1.000     2   4.2430
       44     0.00000     0.9382E+01     2.000     3   4.2482
       45     0.00000     0.9302E+01     2.000     3   4.2480
       46     0.00000     0.1785E+02     2.000     3   4.2578
       47     0.00000     0.1735E+02     2.000     3   4.2626
       49     0.00000     0.9693E+01     2.000     3   4.2789
       50     0.00000     0.9670E+01     2.000     3   4.2806
       51     0.00000     0.3811E+01     2.000     4   4.2866
       52     0.00000     0.3488E+01     2.000     3   4.2895
       53     0.00000     0.4984E+01     1.000     2   4.3024
       54     0.00000     0.1074E+02     2.000     3   4.3286
       55     0.00000     0.6846E+01     1.000     4   4.3540
       56     0.00000     0.1143E+02     2.000     3   4.3560
       57     0.00000     0.6789E+01     1.000     4   4.3813
       58     0.00000     0.1577E+02     1.000     4   4.3945
       59     0.00000     0.1487E+02     1.000     4   4.4076
       60     0.00000     0.1753E+02     2.000     3   4.4106
       61     0.00000     0.4381E+01     2.000     4   4.4192
       62     0.00000     0.7784E+01     2.000     3   4.4401
       63     0.00000     0.7791E+01     2.000     3   4.4426
       64     0.00000     0.3434E+01     2.000     3   4.4560
       65     0.00000     0.3423E+01     2.000     3   4.4575
       66     0.00000     0.4188E+01     2.000     4   4.5032
       67     0.00000     0.1933E+02     2.000     3   4.5093
       68     0.00000     0.1709E+02     1.000     4   4.5188
       69     0.00000     0.9425E+01     2.000     3   4.5220
       70     0.00000     0.9738E+01     2.000     3   4.5288
       71     0.00000     0.1984E+02     2.000     3   4.5368
       72     0.00000     0.1544E+02     2.000     3   4.5560
       73     0.00000     0.1386E+02     2.000     4   4.5793
       74     0.00000     0.1343E+02     2.000     4   4.5851
       75     0.00000     0.6130E+01     2.000     4   4.5928
       76     0.00000     0.7748E+01     2.000     3   4.6003
       77     0.00000     0.3086E+01     2.000     4   4.6027
