# PATH  Rmax= 9.000,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
 -----------------------------------------------------------------------
  pathindex     sig2   amp ratio    deg    nlegs  r effective
        1     0.00000     0.1000E+03     1.000     2   1.9932
        2     0.00000     0.8816E+02     1.000     2   2.0916
        3     0.00000     0.7167E+02     1.000     2   2.3197
        4     0.00000     0.7108E+02     1.000     2   2.3269
        5     0.00000     0.3576E+02     1.000     2   2.9424
        6     0.00000     0.3522E+02     1.000     2   2.9596
        7     0.00000     0.8029E+01     1.000     2   3.0602
        8     0.00000     0.7890E+01     1.000     2   3.0807
        9     0.00000     0.7814E+01     1.000     2   3.0921
       10     0.00000     0.7766E+01     1.000     2   3.0995
       11     0.00000     0.3134E+02     1.000     2   3.1042
       12     0.00000     0.7495E+01     1.000     2   3.1416
       13     0.00000     0.4910E+02     2.000     3   3.1675
       14     0.00000     0.4806E+02     2.000     3   3.1851
       15     0.00000     0.2877E+02     1.000     2   3.2055
       16     0.00000     0.2884E+02     1.000     2   3.2129
       17     0.00000     0.7011E+01     1.000     2   3.2223
       18     0.00000     0.6703E+02     2.000     3   3.2349
       19     0.00000     0.2796E+02     1.000     2   3.2505
       20     0.00000     0.6592E+01     1.000     2   3.2982
       21     0.00000     0.6561E+01     1.000     2   3.3042
       22     0.00000     0.6049E+02     2.000     3   3.3374
       23     0.00000     0.4664E+02     1.000     4   3.3655
       24     0.00000     0.6145E+01     1.000     2   3.3866
       25     0.00000     0.1844E+02     1.000     4   3.3925
       26     0.00000     0.1809E+02     1.000     4   3.4106
       27     0.00000     0.4265E+02     1.000     4   3.4693
       28     0.00000     0.6910E+01     2.000     3   3.5580
       29     0.00000     0.2183E+02     1.000     2   3.5643
       30     0.00000     0.6889E+01     2.000     3   3.5682
       31     0.00000     0.8795E+01     2.000     3   3.5856
       32     0.00000     0.5206E+01     1.000     2   3.6029
       33     0.00000     0.5867E+01     2.000     3   3.6046
       34     0.00000     0.2047E+02     1.000     2   3.6496
       35     0.00000     0.5360E+01     2.000     3   3.6615
       36     0.00000     0.2924E+02     2.000     3   3.6828
       37     0.00000     0.7887E+01     2.000     3   3.6991
       38     0.00000     0.2917E+02     2.000     3   3.6989
       39     0.00000     0.8660E+01     2.000     3   3.7018
       40     0.00000     0.6857E+01     2.000     4   3.7831
       41     0.00000     0.1848E+02     1.000     2   3.7870
       42     0.00000     0.1007E+02     2.000     4   3.7937
       43     0.00000     0.1725E+02     1.000     2   3.8831
       44     0.00000     0.8573E+01     2.000     3   3.9400
       45     0.00000     0.6475E+01     2.000     3   3.9396
       46     0.00000     0.1638E+02     1.000     2   3.9565
       47     0.00000     0.5327E+01     2.000     3   3.9672
       48     0.00000     0.1351E+02     1.000     4   3.9864
       49     0.00000     0.5433E+01     2.000     3   3.9899
       50     0.00000     0.1598E+02     1.000     2   3.9918
       51     0.00000     0.8563E+01     2.000     3   4.0053
       52     0.00000     0.1365E+02     2.000     3   4.0363
       53     0.00000     0.1264E+02     2.000     3   4.0584
       54     0.00000     0.6873E+01     2.000     3   4.0653
       55     0.00000     0.1426E+02     2.000     3   4.0794
       57     0.00000     0.4566E+01     2.000     4   4.0848
       58     0.00000     0.9138E+01     2.000     3   4.0891
       59     0.00000     0.1237E+02     2.000     3   4.1293
       60     0.00000     0.9252E+01     1.000     4   4.1473
       61     0.00000     0.3543E+01     1.000     2   4.1479
       63     0.00000     0.4203E+01     1.000     4   4.1531
       64     0.00000     0.9611E+01     1.000     4   4.1527
       65     0.00000     0.1386E+02     1.000     2   4.1583
       66     0.00000     0.1384E+02     1.000     2   4.1677
       68     0.00000     0.3491E+01     1.000     2   4.1700
       69     0.00000     0.1328E+02     2.000     3   4.1712
       70     0.00000     0.3914E+01     1.000     4   4.1736
       71     0.00000     0.1043E+02     2.000     3   4.1762
       72     0.00000     0.4003E+01     1.000     4   4.1768
       73     0.00000     0.1039E+02     1.000     4   4.1833
       74     0.00000     0.4035E+01     1.000     4   4.1853
       75     0.00000     0.7988E+01     2.000     4   4.2100
       76     0.00000     0.1345E+02     1.000     2   4.2122
       77     0.00000     0.3490E+02     2.000     3   4.2148
       78     0.00000     0.3600E+02     2.000     3   4.2180
       79     0.00000     0.4207E+02     2.000     3   4.2231
       80     0.00000     0.3106E+01     2.000     3   4.2231
       81     0.00000     0.4149E+02     2.000     3   4.2283
       82     0.00000     0.4421E+01     1.000     4   4.2338
       83     0.00000     0.3370E+02     1.000     4   4.2341
       84     0.00000     0.1354E+02     2.000     3   4.2379
       85     0.00000     0.1226E+02     2.000     3   4.2458
       86     0.00000     0.1205E+02     2.000     3   4.2577
       88     0.00000     0.3308E+01     2.000     5   4.2624
       89     0.00000     0.2047E+02     2.000     4   4.2677
       90     0.00000     0.2623E+02     1.000     4   4.2684
       91     0.00000     0.3347E+02     2.000     3   4.2706
       92     0.00000     0.2515E+02     1.000     4   4.2712
       93     0.00000     0.2424E+02     1.000     4   4.2785
       94     0.00000     0.7730E+01     2.000     3   4.2818
       95     0.00000     0.5318E+02     2.000     4   4.2847
       96     0.00000     0.1273E+02     1.000     2   4.2953
       97     0.00000     0.4231E+02     1.000     4   4.2982
       98     0.00000     0.1872E+02     2.000     4   4.2995
       99     0.00000     0.7238E+01     2.000     4   4.3031
      100     0.00000     0.3918E+02     2.000     3   4.3052
      101     0.00000     0.1433E+02     1.000     4   4.3059
      102     0.00000     0.4119E+01     2.000     5   4.3069
      103     0.00000     0.5415E+01     2.000     4   4.3129
      104     0.00000     0.3090E+02     1.000     4   4.3151
      105     0.00000     0.3789E+01     1.000     4   4.3157
      106     0.00000     0.3204E+01     2.000     4   4.3201
      107     0.00000     0.4490E+02     2.000     4   4.3209
      108     0.00000     0.2970E+02     2.000     3   4.3376
      109     0.00000     0.2103E+02     1.000     4   4.3417
      110     0.00000     0.6532E+01     2.000     3   4.3432
      111     0.00000     0.1169E+02     1.000     4   4.3437
      112     0.00000     0.3109E+01     1.000     2   4.3468
      113     0.00000     0.4787E+02     2.000     4   4.3486
      115     0.00000     0.4939E+01     2.000     5   4.3557
      116     0.00000     0.1687E+02     2.000     4   4.3621
      117     0.00000     0.3019E+02     1.000     4   4.3735
      118     0.00000     0.1148E+02     2.000     3   4.3790
      119     0.00000     0.3657E+01     1.000     4   4.3912
      120     0.00000     0.1735E+02     2.000     4   4.3931
