# PATH  Rmax= 9.000,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
 -----------------------------------------------------------------------
  pathindex     sig2   amp ratio    deg    nlegs  r effective
        1     0.00000     0.1000E+03     1.000     2   1.9411
        2     0.00000     0.3470E+02     1.000     2   2.9086
        3     0.00000     0.7904E+01     1.000     2   2.9581
        4     0.00000     0.3260E+02     1.000     2   2.9706
        5     0.00000     0.5596E+02     2.000     3   3.0935
        6     0.00000     0.6055E+02     2.000     3   3.1314
        7     0.00000     0.6745E+01     1.000     2   3.1437
        8     0.00000     0.2838E+02     1.000     4   3.2784
        9     0.00000     0.3643E+02     1.000     4   3.2922
       10     0.00000     0.2230E+02     1.000     2   3.4470
       11     0.00000     0.6042E+01     2.000     3   3.5667
       12     0.00000     0.5309E+01     2.000     3   3.6209
       13     0.00000     0.1067E+02     2.000     3   3.7482
       14     0.00000     0.1058E+02     2.000     4   3.7516
       15     0.00000     0.4144E+01     1.000     2   3.7750
       16     0.00000     0.1121E+02     1.000     4   3.8823
       17     0.00000     0.1509E+02     2.000     3   3.9358
       18     0.00000     0.1308E+02     2.000     3   3.9504
       20     0.00000     0.3951E+01     1.000     4   4.0494
       21     0.00000     0.1391E+02     1.000     2   4.0740
       22     0.00000     0.8256E+01     2.000     4   4.0965
       23     0.00000     0.3951E+02     2.000     3   4.1083
       24     0.00000     0.3067E+02     1.000     4   4.1425
       25     0.00000     0.1316E+02     1.000     2   4.1516
       26     0.00000     0.3576E+02     2.000     3   4.1657
       27     0.00000     0.4052E+02     2.000     3   4.1669
       29     0.00000     0.4535E+01     2.000     5   4.1746
       30     0.00000     0.3253E+02     1.000     4   4.1821
       31     0.00000     0.1956E+02     2.000     4   4.1874
       32     0.00000     0.5217E+02     2.000     4   4.1999
       33     0.00000     0.1280E+02     1.000     2   4.2094
       34     0.00000     0.1955E+02     2.000     4   4.2116
       35     0.00000     0.6710E+01     2.000     5   4.2288
       36     0.00000     0.3236E+01     2.000     4   4.2370
       37     0.00000     0.2324E+02     1.000     4   4.2458
       38     0.00000     0.3408E+02     1.000     4   4.2573
       39     0.00000     0.2715E+02     2.000     3   4.2831
       40     0.00000     0.2355E+02     2.000     4   4.2837
       41     0.00000     0.4314E+02     2.000     4   4.2983
       42     0.00000     0.2280E+02     1.000     4   4.3216
       43     0.00000     0.4354E+02     2.000     4   4.3506
       44     0.00000     0.1359E+02     1.000     6   4.3595
       45     0.00000     0.2782E+01     1.000     2   4.3629
       46     0.00000     0.5418E+02     2.000     5   4.3723
       47     0.00000     0.7330E+02     2.000     5   4.3848
       48     0.00000     0.8282E+01     2.000     5   4.3978
       49     0.00000     0.2247E+02     1.000     4   4.4146
       50     0.00000     0.3240E+01     1.000     4   4.4246
       51     0.00000     0.6965E+02     2.000     5   4.4308
       52     0.00000     0.6765E+01     2.000     4   4.4392
       53     0.00000     0.7846E+02     2.000     5   4.4422
       54     0.00000     0.3802E+02     2.000     4   4.4439
       55     0.00000     0.4485E+02     2.000     5   4.4445
       56     0.00000     0.9712E+01     2.000     3   4.4517
       57     0.00000     0.2739E+01     1.000     4   4.4538
       58     0.00000     0.6676E+02     2.000     5   4.4591
       59     0.00000     0.4287E+02     2.000     5   4.4687
       60     0.00000     0.7330E+02     2.000     5   4.4824
       61     0.00000     0.5291E+01     2.000     3   4.5370
       62     0.00000     0.9303E+01     1.000     4   4.5405
       63     0.00000     0.5586E+02     2.000     5   4.5753
       64     0.00000     0.1201E+02     2.000     5   4.5853
       65     0.00000     0.1089E+02     2.000     5   4.5999
       66     0.00000     0.8762E+01     2.000     3   4.6018
       67     0.00000     0.5222E+02     1.000     6   4.6157
       68     0.00000     0.7306E+01     2.000     3   4.6187
       69     0.00000     0.5367E+02     1.000     6   4.6271
       70     0.00000     0.1062E+03     2.000     6   4.6294
       71     0.00000     0.5821E+01     2.000     3   4.6306
       72     0.00000     0.1472E+02     2.000     4   4.6340
       73     0.00000     0.3070E+01     2.000     4   4.6415
       74     0.00000     0.6101E+02     1.000     6   4.6432
       75     0.00000     0.1172E+02     2.000     4   4.6648
       76     0.00000     0.3596E+01     2.000     3   4.6740
       77     0.00000     0.3329E+01     2.000     3   4.7051
       78     0.00000     0.8500E+01     2.000     4   4.7222
       79     0.00000     0.4208E+02     1.000     6   4.7361
       80     0.00000     0.3519E+02     1.000     6   4.7461
       81     0.00000     0.8418E+01     2.000     4   4.7502
       82     0.00000     0.6489E+01     2.000     3   4.7727
       83     0.00000     0.5965E+01     2.000     4   4.7733
       84     0.00000     0.7996E+01     2.000     4   4.7751
       85     0.00000     0.1818E+02     2.000     4   4.7901
       86     0.00000     0.1624E+02     2.000     4   4.7914
       87     0.00000     0.6552E+01     2.000     4   4.7939
       88     0.00000     0.1704E+02     2.000     4   4.8036
       89     0.00000     0.5279E+01     2.000     3   4.8163
       90     0.00000     0.3318E+02     2.000     5   4.8189
       91     0.00000     0.7240E+01     2.000     4   4.8238
       92     0.00000     0.3671E+02     2.000     5   4.8243
       93     0.00000     0.3227E+02     2.000     5   4.8256
       94     0.00000     0.4357E+01     2.000     4   4.8280
       95     0.00000     0.5433E+01     2.000     6   4.8327
       96     0.00000     0.4026E+01     2.000     5   4.8418
       97     0.00000     0.1264E+02     2.000     5   4.8455
       98     0.00000     0.6871E+01     2.000     4   4.8497
       99     0.00000     0.9948E+01     2.000     5   4.8580
      100     0.00000     0.4882E+01     2.000     4   4.8659
      101     0.00000     0.1087E+02     2.000     4   4.8665
      102     0.00000     0.1809E+02     2.000     5   4.8817
      103     0.00000     0.4357E+01     2.000     4   4.8880
      104     0.00000     0.2925E+01     2.000     4   4.9030
      105     0.00000     0.1281E+02     2.000     5   4.9040
      106     0.00000     0.1038E+02     2.000     4   4.9063
      107     0.00000     0.1634E+02     2.000     5   4.9072
      108     0.00000     0.1718E+02     2.000     5   4.9110
      109     0.00000     0.6683E+01     2.000     4   4.9118
      110     0.00000     0.1663E+02     2.000     5   4.9154
      111     0.00000     0.2850E+01     2.000     4   4.9294
      112     0.00000     0.5283E+01     2.000     4   4.9405
      113     0.00000     0.1402E+02     2.000     5   4.9405
      114     0.00000     0.6777E+01     2.000     5   4.9419
      115     0.00000     0.4047E+01     2.000     4   4.9551
      116     0.00000     0.1017E+02     2.000     5   4.9547
      117     0.00000     0.8257E+01     2.000     5   4.9582
      118     0.00000     0.7901E+01     2.000     5   4.9600
      119     0.00000     0.7285E+01     2.000     5   4.9719
      120     0.00000     0.3347E+01     2.000     4   4.9771
      121     0.00000     0.5604E+01     2.000     3   4.9941
      123     0.00000     0.2541E+02     2.000     5   4.9979
      124     0.00000     0.4352E+01     1.000     4   5.0097
      125     0.00000     0.1139E+02     2.000     5   5.0293
      126     0.00000     0.7087E+01     2.000     3   5.0346
      127     0.00000     0.7209E+01     2.000     5   5.0346
      128     0.00000     0.6967E+01     2.000     5   5.0346
      129     0.00000     0.8760E+01     2.000     5   5.0439
      130     0.00000     0.4431E+01     2.000     3   5.0466
      131     0.00000     0.1105E+02     2.000     4   5.0501
      132     0.00000     0.2277E+02     2.000     5   5.0514
      133     0.00000     0.6714E+01     2.000     4   5.0622
      134     0.00000     0.2721E+01     2.000     4   5.0664
      135     0.00000     0.4365E+02     2.000     6   5.0666
      136     0.00000     0.2169E+02     2.000     5   5.0671
      137     0.00000     0.1129E+02     2.000     4   5.0688
      138     0.00000     0.7877E+01     2.000     5   5.0725
      139     0.00000     0.7691E+01     2.000     5   5.0725
      140     0.00000     0.1805E+02     2.000     5   5.0844
      142     0.00000     0.1814E+02     2.000     6   5.0889
      144     0.00000     0.7049E+01     1.000     4   5.0906
      145     0.00000     0.4574E+01     2.000     3   5.0924
      146     0.00000     0.2239E+02     2.000     6   5.1003
