# # Once                                                         FEFF 10.0.0 
# # POT  SCF 100  9.0000   0, core-hole, FOLP (folp(0)= 1.150)
# # Abs   Z=30 Rmt= 1.544 Rnm= 1.810 K  shell
# #   RGRID 0.0100
# # Pot 1 Z= 6 Rmt= 0.803 Rnm= 1.039
# # Pot 2 Z= 6 Rmt= 0.927 Rnm= 1.132
# # Pot 3 Z= 1 Rmt= 0.401 Rnm= 0.775
# # Pot 4 Z=16 Rmt= 1.135 Rnm= 1.393
# # Gam_ch=1.897E+00 H-L exch Vi= 0.000E+00 Vr= 0.000E+00
# # Mu=-7.283E+00eV kf=2.192E+00 Vint=-1.704E+01eV Rs_int= 1.655
# # PATH  Rmax= 9.000,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
#  S02=1.000  Temp=  10.00  Debye_temp= 315.00  Global_sig2= 0.00000
#  Energy zero shift, vr, vi    0.00000E+00   0.00000E+00
#  Curved wave amplitude ratio filter   4.000%
#     file         sig2 tot  cw amp ratio   deg  nlegs   reff  inp sig2
#           1       0.00304    100.00      1.00     2   2.3755
#           2       0.03065     10.47      1.00     2   3.0556
#           3       0.02470     10.26      1.00     2   3.0796
#           4       0.00429     41.68      1.00     2   3.2199
#           5       0.01688      5.65      2.00     3   3.5361
#           6       0.00345     44.34      2.00     3   3.6030
#           7       0.01345      7.57      2.00     3   3.7636
#           8       0.01180      7.29      2.00     3   3.7746
#           9       0.00353     11.81      1.00     4   3.9862
#          12       0.00476     15.42      1.00     2   4.6672
#          13       0.00477     51.82      2.00     3   4.6688
#          14       0.00481     45.74      1.00     4   4.6705
#          16       0.00434      6.55      1.00     4   4.8305
#          17       0.00441     18.37      2.00     3   4.9110
#          18       0.00433     33.59      2.00     4   4.9126
#          19       0.00821      4.38      2.00     3   4.9872
#          20       0.00833      8.19      2.00     4   4.9888
#          21       0.00778      4.31      2.00     3   4.9952
#          22       0.00792      8.13      2.00     4   4.9969
#          23       0.00434     30.07      2.00     4   5.0520
#          24       0.00434     56.29      2.00     5   5.0536
#          25       0.00481      6.90      1.00     4   5.1547
#          26       0.01866      7.11      2.00     3   5.1875
#          27       0.01438      4.15      2.00     4   5.2126
#          28       0.00625     10.13      2.00     5   5.2136
#          29       0.01445      8.14      2.00     5   5.2142
#          30       0.01461      5.07      2.00     3   5.2148
#          31       0.01273      4.05      2.00     4   5.2236
#          32       0.01279      7.98      2.00     5   5.2252
#          33       0.01605      5.41      2.00     3   5.2265
#          34       0.01625      5.46      2.00     3   5.2328
#          35       0.02008      5.30      1.00     4   5.2676
#          36       0.01507      7.01      2.00     4   5.2949
#          37       0.00443     23.32      2.00     5   5.2957
#          42       0.00995      5.00      2.00     4   5.4327
#          43       0.00522     18.94      1.00     6   5.4367
#          45       0.01075      4.60      2.00     4   5.4602
#          47       0.01087      4.61      2.00     4   5.4667
#          48       0.01000      4.27      2.00     4   5.5112
#          49       0.00988      6.67      2.00     5   5.5128
#          52       0.00995      6.06      2.00     5   5.5372
#          53       0.01005      6.14      2.00     5   5.5377
#          55       0.00974      6.11      2.00     5   5.5401
#          72       0.00962      5.35      2.00     6   5.9203
#          73       0.00950      4.51      2.00     6   5.9203
#          74       0.00973      5.24      2.00     6   5.9209
#          75       0.00955      4.53      2.00     6   5.9209
#          79       0.00909      4.43      2.00     6   6.0131
#          80       0.00895      4.28      2.00     6   6.0138
#          82       0.00472      8.72      1.00     4   6.1178
#          83       0.01291     33.28      2.00     5   6.1194
#          84       0.01292     33.66      1.00     6   6.1210
#          85       0.00712      4.22      2.00     4   6.1385
#          86       0.00631      7.95      2.00     5   6.1401
#          88       0.00890      6.48      2.00     7   6.1541
#          89       0.00882      6.30      2.00     7   6.1548
#          90       0.00815      7.52      2.00     5   6.2795
#          91       0.00714     15.30      2.00     6   6.2811
#          94       0.00514     13.03      2.00     5   6.3615
#          95       0.00513     25.95      2.00     6   6.3631
#          97       0.00894      4.02      2.00     7   6.3962
#          99       0.00832      6.25      2.00     6   6.4393
#         100       0.00782      6.20      2.00     6   6.4474
#         101       0.01020     23.14      2.00     6   6.5025
#         102       0.01019     48.21      2.00     7   6.5041
#         103       0.00732      6.20      2.00     6   6.5232
#         104       0.00916      7.34      2.00     6   6.5232
#         105       0.00529      5.01      1.00     6   6.6053
#         106       0.01025      6.78      2.00     6   6.6626
#         107       0.00845     10.30      2.00     7   6.6642
#         108       0.01028     14.76      2.00     7   6.6642
#         109       0.01813      7.56      2.00     7   6.6647
#         110       0.01600      7.40      2.00     7   6.6757
#         111       0.01834      5.23      2.00     6   6.7455
#         112       0.01016     18.48      2.00     7   6.7463
#         113       0.02310      4.80      2.00     6   6.7543
#         114       0.02273      4.76      2.00     6   6.7540
#         115       0.02192      4.49      2.00     6   6.7727
#         118       0.01743      4.42      2.00     6   6.8832
#         119       0.00997      5.30      2.00     7   6.9063
#         120       0.01687      4.05      2.00     6   6.9108
#         121       0.01699      4.04      2.00     6   6.9172
#         122       0.00972      6.33      2.00     7   6.9634
#         123       0.01613      5.51      2.00     7   6.9878
#         124       0.01597      5.11      2.00     7   6.9878
#         125       0.01622      5.56      2.00     7   6.9883
#         126       0.01607      5.14      2.00     7   6.9883
#         127       0.01728      5.41      2.00     7   6.9907
#         128       0.01747      5.64      2.00     7   6.9907
#         129       0.01396      4.36      2.00     7   7.1425
#         130       0.01404      4.39      2.00     7   7.1474
#         134       0.00768      7.12      1.00     6   7.5683
#         135       0.02101     29.50      2.00     7   7.5699
#         136       0.00723      5.34      2.00     6   7.5890
#         137       0.00718      5.14      2.00     6   7.5890
#         138       0.01318      7.14      2.00     7   7.5906
#         139       0.00720     11.39      2.00     7   7.5906
#         141       0.01450      6.76      2.00     7   7.7300
#         142       0.00804     10.52      2.00     7   7.7300
#         143       0.00836     11.40      2.00     7   7.8121
#         144       0.00755      4.70      2.00     7   7.8328
#         145       0.00782      5.29      2.00     7   7.8328
#         146       0.00823      4.38      2.00     7   7.9721
#   103/ 139 paths used
#  xsedge+50, used to normalize mu           1.0000E+00
#  -----------------------------------------------------------------------
#  omega    e    k    mu    mu0     chi     @#
    9725.218   -204.793  -7.200 -1.44852E-06 -1.44911E-06  6.99303E-06
    9727.952   -202.059  -7.150 -3.39445E-06 -3.39520E-06  7.10243E-06
    9730.667   -199.344  -7.100 -5.34039E-06 -5.34128E-06  7.21236E-06
    9733.362   -196.649  -7.050 -7.28632E-06 -7.28736E-06  7.32282E-06
    9736.039   -193.972  -7.000 -9.23225E-06 -9.23344E-06  7.43382E-06
    9738.696   -191.315  -6.950 -1.11782E-05 -1.11795E-05  7.54534E-06
    9741.335   -188.676  -6.900 -1.31241E-05 -1.31256E-05  7.65740E-06
    9743.954   -186.057  -6.850 -1.50198E-05 -1.50216E-05  7.82253E-06
    9746.554   -183.457  -6.800 -1.68585E-05 -1.68609E-05  8.04888E-06
    9749.136   -180.875  -6.750 -1.86972E-05 -1.87002E-05  8.27741E-06
    9751.698   -178.313  -6.700 -2.05359E-05 -2.05395E-05  8.50810E-06
    9754.241   -175.770  -6.650 -2.23746E-05 -2.23788E-05  8.74096E-06
    9756.765   -173.246  -6.600 -2.42133E-05 -2.42181E-05  8.97598E-06
    9759.270   -170.741  -6.550 -2.60521E-05 -2.60574E-05  9.21316E-06
    9761.756   -168.255  -6.500 -2.78908E-05 -2.78967E-05  9.45252E-06
    9764.223   -165.788  -6.450 -2.96592E-05 -2.96671E-05  9.71528E-06
    9766.671   -163.340  -6.400 -3.13820E-05 -3.13929E-05  9.99344E-06
    9769.100   -160.911  -6.350 -3.31049E-05 -3.31187E-05  1.02731E-05
    9771.510   -158.501  -6.300 -3.48277E-05 -3.48445E-05  1.05543E-05
    9773.901   -156.110  -6.250 -3.65506E-05 -3.65703E-05  1.08369E-05
    9776.272   -153.739  -6.200 -3.82734E-05 -3.82960E-05  1.11211E-05
    9778.625   -151.386  -6.150 -3.99963E-05 -4.00218E-05  1.14069E-05
    9780.959   -149.052  -6.100 -4.17191E-05 -4.17476E-05  1.16941E-05
    9783.273   -146.738  -6.050 -4.34083E-05 -4.34446E-05  1.20700E-05
    9785.569   -144.442  -6.000 -4.49887E-05 -4.50487E-05  1.27362E-05
    9787.845   -142.166  -5.950 -4.65691E-05 -4.66527E-05  1.34152E-05
    9790.103   -139.909  -5.900 -4.81495E-05 -4.82567E-05  1.41070E-05
    9792.341   -137.670  -5.850 -4.97299E-05 -4.98607E-05  1.48115E-05
    9794.560   -135.451  -5.800 -5.13103E-05 -5.14647E-05  1.55288E-05
    9796.760   -133.251  -5.750 -5.28906E-05 -5.30687E-05  1.62590E-05
    9798.942   -131.069  -5.700 -5.44710E-05 -5.46727E-05  1.70019E-05
    9801.104   -128.907  -5.650 -5.60514E-05 -5.62767E-05  1.77576E-05
    9803.247   -126.764  -5.600 -5.73101E-05 -5.78486E-05  1.93733E-05
    9805.371   -124.640  -5.550 -5.75663E-05 -5.93203E-05  2.36937E-05
    9807.476   -122.535  -5.500 -5.78225E-05 -6.07919E-05  2.81079E-05
    9809.562   -120.449  -5.450 -5.80787E-05 -6.22636E-05  3.26119E-05
    9811.629   -118.382  -5.400 -5.83349E-05 -6.37352E-05  3.72018E-05
    9813.677   -116.334  -5.350 -5.85911E-05 -6.52069E-05  4.18736E-05
    9815.706   -114.305  -5.300 -5.88473E-05 -6.66786E-05  4.66232E-05
    9817.715   -112.296  -5.250 -5.91035E-05 -6.81502E-05  5.14463E-05
    9819.706   -110.305  -5.200 -5.93597E-05 -6.96219E-05  5.63387E-05
    9821.678   -108.333  -5.150 -5.96159E-05 -7.10936E-05  6.12956E-05
    9823.630   -106.381  -5.100 -6.05042E-05 -7.24973E-05  6.17409E-05
    9825.564   -104.447  -5.050 -6.21247E-05 -7.38225E-05  5.64909E-05
    9827.478   -102.533  -5.000 -6.37452E-05 -7.51476E-05  5.06749E-05
    9829.374   -100.637  -4.950 -6.53657E-05 -7.64727E-05  4.42968E-05
    9831.250    -98.761  -4.900 -6.69862E-05 -7.77979E-05  3.73630E-05
    9833.108    -96.903  -4.850 -6.86067E-05 -7.91230E-05  2.98825E-05
    9834.946    -95.065  -4.800 -7.02272E-05 -8.04481E-05  2.18669E-05
    9836.765    -93.246  -4.750 -7.18477E-05 -8.17733E-05  1.33301E-05
    9838.566    -91.446  -4.700 -7.34682E-05 -8.30984E-05  4.28788E-06
    9840.347    -89.664  -4.650 -7.50887E-05 -8.44235E-05 -5.24274E-06
    9842.109    -87.902  -4.600 -7.67092E-05 -8.57487E-05 -1.52438E-05
    9843.852    -86.159  -4.550 -7.82566E-05 -8.69659E-05 -1.79828E-05
    9845.576    -84.435  -4.500 -7.97639E-05 -8.81239E-05 -1.64426E-05
    9847.281    -82.730  -4.450 -8.12712E-05 -8.92819E-05 -1.47486E-05
    9848.967    -81.044  -4.400 -8.27785E-05 -9.04399E-05 -1.29071E-05
    9850.634    -79.377  -4.350 -8.42858E-05 -9.15979E-05 -1.09228E-05
    9852.281    -77.730  -4.300 -8.57931E-05 -9.27559E-05 -8.79698E-06
    9853.910    -76.101  -4.250 -8.73004E-05 -9.39139E-05 -6.52647E-06
    9855.520    -74.491  -4.200 -8.88077E-05 -9.50720E-05 -4.10403E-06
    9857.111    -72.900  -4.150 -9.03150E-05 -9.62300E-05 -1.52042E-06
    9858.682    -71.329  -4.100 -9.18223E-05 -9.73880E-05  1.23262E-06
    9860.235    -69.776  -4.050 -9.33296E-05 -9.85460E-05  4.15934E-06
    9861.768    -68.243  -4.000 -9.48369E-05 -9.97040E-05  7.25791E-06
    9863.283    -66.728  -3.950 -9.60679E-05 -1.00788E-04  6.37092E-05
    9864.778    -65.233  -3.900 -9.68237E-05 -1.01744E-04  2.11535E-04
    9866.255    -63.756  -3.850 -9.75795E-05 -1.02701E-04  3.34672E-04
    9867.712    -62.299  -3.800 -9.83353E-05 -1.03657E-04  4.04325E-04
    9869.150    -60.861  -3.750 -9.90911E-05 -1.04613E-04  4.00008E-04
    9870.569    -59.442  -3.700 -9.98469E-05 -1.05569E-04  3.14762E-04
    9871.970    -58.041  -3.650 -1.00603E-04 -1.06526E-04  1.57903E-04
